0	9950.	50.	0.
1	9926.230427124316	70.77987329335829	2.989699582328488
2	9892.698314013944	100.08217343842003	7.219512547636361
3	9845.515104529522	141.2892471323887	13.195648338088832
4	9779.362115913975	199.01502169161358	21.622862394410056
5	9687.078951692009	279.44652262933243	33.47452567865719
6	9559.246154095485	390.67425197011374	50.079593934398574
7	9383.879894984146	542.8960732608945	73.22403175495702
8	9146.479752781359	748.2659101972761	105.25433702136186
9	8830.806536827838	1020.0357856515046	149.15767752065435
10	8420.881188522957	1370.5462240395398	208.57258743750282
11	7904.581667455359	1807.755966697733	287.6623658469069
12	7278.657492769955	2330.5600294532937	390.78247777675085
13	6553.800613905637	2924.2901164822138	521.9092696121485
14	5757.208884821239	3558.891360234396	683.8997549443648
15	4930.0531659152275	4192.1683170315	877.7785170532727
16	4119.417334368034	4778.256595679151	1102.3260699528134
17	3367.754632322711	5278.087285240517	1354.1580824367716
18	2704.5884057778067	5667.132812318826	1628.2787819033674
19	2143.550375917403	5937.563023571833	1918.886600510764
20	1684.4684633193167	6095.378153605948	2220.153383074736
21	1318.034186167043	6155.176790534784	2526.789023298174
22	1030.5581138766813	6135.101838888785	2834.340047234535
23	807.4741565657501	6053.255008333807	3139.270835100444
24	635.367019262347	5925.727270221266	3438.9057105163893
25	502.84535778480773	5765.848735269273	3731.305906945921
26	400.70465043704405	5584.166764057985	4015.128585504972
27	321.7360539873607	5388.768822218939	4289.495123793702
28	260.4014891557897	5185.719668963743	4553.87884188047
29	212.49446724439645	4979.490755541528	4808.014777214077
30	174.83875026492095	4773.331657361872	5051.8295923732085
31	145.041098603974	4569.570612341339	5285.388289054688
32	121.29722849282162	4369.848530195356	5508.854241311823
33	102.24370702192151	4175.296788412705	5722.459504565374
34	86.84642745956604	3986.6707409549454	5926.482831585489
35	74.31703883563242	3804.449519939216	6121.233441225151
36	64.05207443306699	3628.908722792671	6307.039202774262
37	55.58630745056409	3460.175851096969	6484.2378414524665
38	48.559573213445226	3298.2698174194293	6653.170609367126
39	42.690875940001256	3143.131473342612	6814.177650717387
40	37.76006779888308	2994.6452855714315	6967.5946466296855
41	33.59331535132981	2852.65620447275	7113.750480175921
42	30.052787649670968	2716.9816926079084	7252.965519742422
43	27.02837279091969	2587.4210733507516	7385.550553858329
44	24.431738051275033	2463.7622674206877	7511.805994528037
45	22.19152233411931	2345.786967616686	7632.021510049194
46	20.249847956286175	2233.274416063229	7746.475735980484
47	18.559441463944513	2126.0042370191627	7855.436321516892
48	17.081564567856333	2023.7585308057944	7959.159904626348
49	15.784272222755694	1926.3233857591779	8057.8923420180645
50	14.641101549543412	1833.489968992147	8151.868929458307
